Upload Image,Upload Audio,Dynamic scale,output.mp4,flag,username,timestamp
/u01/liushiguo/lsg/Sonic/flagged/Upload Image/7b9c812f674a86b88625113297a3c285323a0435/tmps0akbyp5.jpg,/u01/liushiguo/lsg/Sonic/flagged/Upload Audio/f630a00b77373f626db9d93fb19a5ac19b221d43/tmpitwptojd.wav,1,,,,2025-05-14 14:13:29.142591
